name,movie,date,rating
Quentin Zanoun,12 Angry Men (1957),2020-08-03,4
Mathieu Nicolier,Seven Samurai (1954),2021-05-14,0
Michelle Dumas,Inception (2010),2021-06-06,2
Frédéric Verdan,The Dark Knight (2008),2020-11-24,4
Christophe Rossi,One Flew Over the Cuckoo's Nest (1975),2020-07-21,1
Olivier Philippe Di Marco,The Godfather (1972),2020-10-16,3
Nicolas Terra,The Dark Knight (2008),2020-09-02,4
Laurence Milio,Fight Club (1999),2021-01-11,2
Mathieu Milio,Inception (2010),2021-05-26,2
Mathieu Zanoun,The Dark Knight (2008),2020-11-20,4
Georges Pravaz,The Dark Knight (2008),2021-05-29,4
Mouhssine Rossi,The Godfather: Part II (1974),2021-06-04,3
Arthur Dromard,"The Good, the Bad and the Ugly (1966)",2020-10-14,2
Raphaël Lavanchy,Pulp Fiction (1994),2021-04-23,2
Mathieu Mérot,Fight Club (1999),2020-12-13,2
Olivier Philippe Olsen,The Dark Knight (2008),2020-07-21,4
Andrea Mutti,The Lord of the Rings: The Return of the King (2003),2020-10-07,2
Frédéric Zanoun,Pulp Fiction (1994),2021-03-26,2
Julien Andoine,The Lord of the Rings: The Fellowship of the Ring (2001),2020-09-16,3
Yannick Olsen,The Lord of the Rings: The Two Towers (2002),2021-04-14,2
Andrea Lavanchy,Inception (2010),2020-10-11,2
Olivier Philippe Gerez,The Shawshank Redemption (1994),2020-08-06,4
Michelle Stella,Fight Club (1999),2021-03-09,2
Julien Andoine,"The Good, the Bad and the Ugly (1966)",2020-06-30,2
Nicolas Bouriche,The Dark Knight (2008),2020-08-08,3
Christophe Dumas,Forrest Gump (1994),2020-08-07,2
Exupéry Rouge,The Dark Knight (2008),2020-11-27,3
Murièle Gerez,The Matrix (1999),2020-07-30,2
Enea Di Marco,The Lord of the Rings: The Return of the King (2003),2020-10-03,2
Frédéric Rordorf,"The Good, the Bad and the Ugly (1966)",2021-03-28,2
Mohammed Jacquier,Seven Samurai (1954),2021-03-21,1
Mélissa Kunz,The Shawshank Redemption (1994),2020-07-23,4
Marie Dromard,The Shawshank Redemption (1994),2020-10-03,5
Quentin Fragnière,Pulp Fiction (1994),2021-04-30,3
Sélim Mérot,Fight Club (1999),2020-12-25,3
Laurence Lavanchy,Inception (2010),2020-08-01,1
Christophe Franco,Star Wars: Episode V - The Empire Strikes Back (1980),2021-06-03,2
Olivier Dumas,The Dark Knight (2008),2020-08-09,4
Yannick Gerez,The Dark Knight (2008),2020-07-03,3
Yannick Nicolier,Schindler's List (1993),2020-09-17,3
Murièle Zanoun,Star Wars: Episode V - The Empire Strikes Back (1980),2020-11-15,2
Exupéry Dumas,The Lord of the Rings: The Fellowship of the Ring (2001),2021-03-31,2
Olivier Mettreaux,Forrest Gump (1994),2020-10-18,2
Quentin Mettreaux,The Godfather: Part II (1974),2021-03-03,3
Antonio La Spada,12 Angry Men (1957),2021-06-08,3
Simon Mettreaux,The Matrix (1999),2021-03-23,2
Michelle Milio,Fight Club (1999),2020-12-13,3
Arthur Badillo,Forrest Gump (1994),2021-05-22,2
Georges Tristan Kocher,Schindler's List (1993),2020-11-06,4
Manuel Gerez,The Godfather: Part II (1974),2021-02-12,4
Murièle Stella,The Lord of the Rings: The Two Towers (2002),2021-01-23,2
Raphaël Jacquier,The Shawshank Redemption (1994),2021-06-16,5
Laurence La Spada,"The Good, the Bad and the Ugly (1966)",2020-11-13,2
Yannick La Spada,"The Good, the Bad and the Ugly (1966)",2021-02-03,3
Thierry Dromard,The Lord of the Rings: The Return of the King (2003),2020-09-26,2
Laurence Mérot,The Godfather (1972),2021-04-03,4
Corentin Gerez,Seven Samurai (1954),2020-11-27,1
Mélissa Andoine,The Dark Knight (2008),2020-12-31,4
Murièle Nicolier,The Dark Knight (2008),2020-07-16,4
Marie Gerez,The Dark Knight (2008),2021-04-07,3
Exupéry Bouriche,Schindler's List (1993),2020-08-23,4
Simon Berclaz,Pulp Fiction (1994),2020-10-23,2
Mohammed Verdan,One Flew Over the Cuckoo's Nest (1975),2021-01-15,1
Yannick Dromard,The Godfather: Part II (1974),2020-11-12,3
Mélissa Tristan Kocher,The Godfather: Part II (1974),2020-08-02,3
Julia Mérot,The Lord of the Rings: The Two Towers (2002),2020-08-19,1
Andrea Franco,Inception (2010),2021-02-08,1
Christophe Milio,12 Angry Men (1957),2021-03-21,4
Manuel Milio,12 Angry Men (1957),2020-11-30,3
Marie Montmollin,The Lord of the Rings: The Fellowship of the Ring (2001),2021-06-13,2
Olivier Stella,The Godfather (1972),2020-11-07,4
Julia Zanoun,The Lord of the Rings: The Two Towers (2002),2020-12-30,1
Mohammed Rouge,"The Good, the Bad and the Ugly (1966)",2020-09-10,3
Frédéric Berclaz,The Dark Knight (2008),2020-08-01,4
Frédéric Andoine,Inception (2010),2021-05-26,1
Corentin Zanoun,The Godfather: Part II (1974),2020-12-23,4
Yannick Mettreaux,The Lord of the Rings: The Return of the King (2003),2020-11-01,2
Yannick Milio,The Lord of the Rings: The Two Towers (2002),2021-05-30,2
Mélissa Jacquier,12 Angry Men (1957),2021-03-01,3
Olivier Philippe Mettreaux,The Lord of the Rings: The Two Towers (2002),2021-03-15,2
Marie Verdan,12 Angry Men (1957),2021-06-11,3
Mouhssine Milio,Star Wars: Episode V - The Empire Strikes Back (1980),2021-03-19,1
Marie Verdan,The Godfather (1972),2021-01-12,4
Mathieu Tristan Kocher,Fight Club (1999),2021-03-07,3
Murièle Nicolier,The Lord of the Rings: The Return of the King (2003),2021-02-01,2
Andrea Verdan,The Matrix (1999),2021-06-01,2
Julien Rami,The Lord of the Rings: The Two Towers (2002),2020-07-23,1
Julien Lavanchy,12 Angry Men (1957),2020-08-19,3
Olivier Philippe Dromard,The Lord of the Rings: The Fellowship of the Ring (2001),2020-08-12,2
Mathieu Tristan Kocher,Seven Samurai (1954),2021-04-11,0
Mouhssine Pravaz,Inception (2010),2021-06-25,1
Olivier La Spada,The Godfather: Part II (1974),2020-08-25,3
Sylvain Kairouani,The Dark Knight (2008),2021-05-16,4
Olivier Philippe Montmollin,The Dark Knight (2008),2020-07-02,4
Olivier Philippe Dumas,Fight Club (1999),2020-10-25,2
Ericka Di Marco,The Shawshank Redemption (1994),2020-12-24,5
Ericka Franco,Star Wars: Episode V - The Empire Strikes Back (1980),2020-12-23,2
Simon Pravaz,The Matrix (1999),2020-09-25,2
Quentin Andoine,12 Angry Men (1957),2021-06-25,3
Mathieu Lavanchy,The Lord of the Rings: The Two Towers (2002),2021-02-28,1
Olivier La Spada,The Shawshank Redemption (1994),2020-07-21,5
Julia Rossi,Seven (1995),2021-03-15,0
Mouhssine La Spada,One Flew Over the Cuckoo's Nest (1975),2020-09-04,0
Christophe Montmollin,Star Wars: Episode V - The Empire Strikes Back (1980),2021-06-19,1
Frédéric Milio,The Godfather: Part II (1974),2021-02-05,3
Mohammed Pravaz,Seven Samurai (1954),2020-11-30,0
Nicolas Di Marco,The Lord of the Rings: The Return of the King (2003),2020-07-15,3
Andrea Terra,12 Angry Men (1957),2021-04-30,3
Corentin Gerez,Schindler's List (1993),2020-07-20,4
Julia Tristan Kocher,Pulp Fiction (1994),2021-01-17,3
Sélim Rami,The Dark Knight (2008),2020-07-24,4
Julien Fragnière,The Godfather: Part II (1974),2020-07-06,3
Quentin Gerez,Star Wars: Episode V - The Empire Strikes Back (1980),2021-06-23,1
Antonio Tristan Kocher,The Godfather: Part II (1974),2021-05-14,3
Raphaël Kairouani,"The Good, the Bad and the Ugly (1966)",2021-02-05,2
Mouhssine Zanoun,The Lord of the Rings: The Fellowship of the Ring (2001),2020-09-29,2
Mouhssine Dumas,The Dark Knight (2008),2020-08-26,4
Sélim Andoine,12 Angry Men (1957),2020-07-11,3
Arthur Nicolier,Seven Samurai (1954),2021-05-29,0
Mouhssine Mettreaux,The Dark Knight (2008),2021-05-01,3
Exupéry Rordorf,The Shawshank Redemption (1994),2021-03-18,4
Manuel Mettreaux,Seven Samurai (1954),2021-03-30,1
Christophe Rouge,Inception (2010),2020-07-21,2
Sylvain Badillo,Forrest Gump (1994),2020-12-19,2
Simon Nicolier,12 Angry Men (1957),2021-03-28,4
Manuel Terra,Schindler's List (1993),2021-04-19,3
Olivier Franco,The Lord of the Rings: The Two Towers (2002),2020-11-14,2
Manuel Olsen,The Godfather (1972),2021-03-23,3
Arthur Rami,The Godfather (1972),2020-12-13,4
Yannick Stella,Goodfellas (1990),2021-05-13,0
Mélissa Terra,The Matrix (1999),2020-12-10,2
Mohammed Rossi,12 Angry Men (1957),2020-08-14,3
Mélissa Di Marco,Schindler's List (1993),2020-07-08,4
Mouhssine Gerez,The Lord of the Rings: The Fellowship of the Ring (2001),2021-06-07,2
Mohammed Kunz,The Shawshank Redemption (1994),2021-01-27,5
Corentin Dumas,The Shawshank Redemption (1994),2021-02-12,4
Olivier Rouge,Goodfellas (1990),2020-08-20,0
Enea Dumas,Inception (2010),2021-03-29,2
Manuel Bouriche,Schindler's List (1993),2020-08-17,4
Antonio Bouriche,The Dark Knight (2008),2020-07-22,4
Simon Nicolier,"The Good, the Bad and the Ugly (1966)",2020-10-30,3
Mouhssine Andoine,The Lord of the Rings: The Two Towers (2002),2021-06-07,2
Simon Mutti,12 Angry Men (1957),2020-11-17,4
Thierry Fragnière,Goodfellas (1990),2020-12-03,1
Yannick Fragnière,Goodfellas (1990),2020-11-25,0
Mélissa Berclaz,"The Good, the Bad and the Ugly (1966)",2020-10-09,2
Antonio Mutti,12 Angry Men (1957),2020-08-13,3
Simon Rossi,The Lord of the Rings: The Two Towers (2002),2021-06-25,2
Simon Rami,12 Angry Men (1957),2021-01-21,4
Julia Andoine,One Flew Over the Cuckoo's Nest (1975),2020-08-18,1
Murièle Bouriche,Fight Club (1999),2021-06-12,3
Corentin Milio,Pulp Fiction (1994),2020-09-09,2
Raphaël Rordorf,The Shawshank Redemption (1994),2020-11-17,5
Mouhssine Terra,"The Good, the Bad and the Ugly (1966)",2020-10-29,3
Christophe Jacquier,Forrest Gump (1994),2020-07-08,2
Murièle Nicolier,12 Angry Men (1957),2020-07-21,4
Marie Mérot,The Matrix (1999),2021-03-29,1
Enea Andoine,"The Good, the Bad and the Ugly (1966)",2020-11-27,3
Nicolas Kairouani,12 Angry Men (1957),2021-01-25,4
Murièle La Spada,One Flew Over the Cuckoo's Nest (1975),2020-10-14,0
Mélissa Rami,12 Angry Men (1957),2021-02-22,4
Exupéry Di Marco,The Shawshank Redemption (1994),2021-03-21,4
Mélissa Rouge,The Lord of the Rings: The Fellowship of the Ring (2001),2021-06-23,3
Quentin Lavanchy,The Lord of the Rings: The Fellowship of the Ring (2001),2021-05-25,3
Julia Gerez,Pulp Fiction (1994),2020-07-09,3
Georges Nicolier,"The Good, the Bad and the Ugly (1966)",2021-02-14,3
Arthur Kairouani,The Lord of the Rings: The Fellowship of the Ring (2001),2020-08-12,2
Mohammed Fragnière,Pulp Fiction (1994),2020-08-04,2
Nicolas Dumas,Seven Samurai (1954),2020-07-15,1
Antonio Jacquier,Pulp Fiction (1994),2021-03-03,3
Nicolas Dumas,"The Good, the Bad and the Ugly (1966)",2021-02-14,3
Simon Di Marco,Fight Club (1999),2020-10-21,3
Simon Andoine,The Godfather (1972),2020-07-24,4
Raphaël Rordorf,The Lord of the Rings: The Return of the King (2003),2020-12-04,3
Nicolas Tristan Kocher,12 Angry Men (1957),2020-07-04,4
Sylvain Di Marco,Goodfellas (1990),2020-09-26,0
Antonio Mérot,Schindler's List (1993),2021-03-07,4
Corentin Nicolier,The Lord of the Rings: The Fellowship of the Ring (2001),2020-12-25,3
Murièle Bouriche,The Lord of the Rings: The Fellowship of the Ring (2001),2020-11-28,3
Quentin Zanoun,Schindler's List (1993),2020-09-29,4
Nicolas Verdan,The Godfather: Part II (1974),2021-01-24,4
Corentin Andoine,The Godfather: Part II (1974),2021-05-16,3
Enea Rami,Pulp Fiction (1994),2020-11-23,2
Exupéry Nicolier,The Godfather: Part II (1974),2021-05-08,4
Quentin Rami,Forrest Gump (1994),2021-05-16,1
Sélim Kunz,Goodfellas (1990),2020-12-06,1
Andrea Stella,The Godfather: Part II (1974),2020-07-29,3
Julia Mettreaux,Forrest Gump (1994),2021-01-30,1
Arthur Milio,The Lord of the Rings: The Fellowship of the Ring (2001),2020-10-16,2
Julia Jacquier,Forrest Gump (1994),2021-04-18,1
Mohammed Kunz,The Dark Knight (2008),2021-01-11,3
Manuel Tristan Kocher,Pulp Fiction (1994),2020-12-29,2
Raphaël Rordorf,Fight Club (1999),2020-07-13,2
Patrick Dumas,The Lord of the Rings: The Return of the King (2003),2021-05-23,3
Nicolas Bouriche,Pulp Fiction (1994),2021-01-04,2
Christophe Verdan,Pulp Fiction (1994),2021-03-09,2
Ericka Olsen,Fight Club (1999),2021-03-21,3
Corentin Dromard,The Godfather: Part II (1974),2020-12-29,4
Corentin Kunz,Fight Club (1999),2021-04-29,3
Olivier Philippe Kairouani,Schindler's List (1993),2021-03-24,4
Ericka Pravaz,Schindler's List (1993),2021-05-20,3
Quentin Kunz,The Lord of the Rings: The Two Towers (2002),2020-11-30,1
Nicolas Kairouani,The Godfather (1972),2021-01-31,3
Simon Kunz,Star Wars: Episode V - The Empire Strikes Back (1980),2021-03-30,2
Enea Mettreaux,The Shawshank Redemption (1994),2021-02-02,5
Marie Milio,The Godfather: Part II (1974),2020-11-17,4
Yannick Badillo,"The Good, the Bad and the Ugly (1966)",2020-07-14,2
Arthur Stella,Schindler's List (1993),2020-12-15,4
Frédéric Mutti,The Lord of the Rings: The Return of the King (2003),2021-04-21,2
Manuel Rami,Inception (2010),2020-11-16,2
Antonio Tristan Kocher,Pulp Fiction (1994),2020-11-18,3
Thierry Rouge,"The Good, the Bad and the Ugly (1966)",2021-05-17,3
Enea Kairouani,12 Angry Men (1957),2021-04-30,3
Julia Stella,The Dark Knight (2008),2020-07-05,4
Michelle Di Marco,The Lord of the Rings: The Fellowship of the Ring (2001),2020-12-15,3
Georges Franco,Pulp Fiction (1994),2021-06-13,3
Murièle Badillo,Forrest Gump (1994),2020-10-19,2
Simon Mutti,The Lord of the Rings: The Return of the King (2003),2021-02-11,2
Sylvain Franco,The Lord of the Rings: The Return of the King (2003),2021-02-18,3
Exupéry Bouriche,The Matrix (1999),2021-02-22,2
Andrea Montmollin,The Shawshank Redemption (1994),2020-11-26,5
Ericka La Spada,Inception (2010),2021-02-19,1
Simon Badillo,Schindler's List (1993),2020-10-06,3
Julia Nicolier,Forrest Gump (1994),2021-03-03,2
Mélissa Lavanchy,The Matrix (1999),2021-05-15,1
Quentin La Spada,Fight Club (1999),2020-08-13,3
Mathieu Dromard,Schindler's List (1993),2020-09-05,4
Georges Tristan Kocher,The Godfather: Part II (1974),2021-05-01,4
Sélim Kairouani,The Godfather (1972),2020-11-22,4
Olivier Philippe Mettreaux,The Lord of the Rings: The Fellowship of the Ring (2001),2020-07-28,2
Corentin Mutti,Pulp Fiction (1994),2020-09-08,3
Quentin Olsen,Star Wars: Episode V - The Empire Strikes Back (1980),2021-03-11,2
Mouhssine Rossi,Schindler's List (1993),2020-09-10,4
Enea Mérot,Fight Club (1999),2020-08-13,3
Olivier Olsen,Goodfellas (1990),2020-07-08,0
Nicolas Bouriche,12 Angry Men (1957),2020-08-17,4
Olivier Franco,The Godfather: Part II (1974),2020-08-17,4
Murièle Kunz,Star Wars: Episode V - The Empire Strikes Back (1980),2021-01-26,1
Arthur Zanoun,Seven (1995),2021-01-17,1
Nicolas Stella,Schindler's List (1993),2020-11-10,4
Thierry Dumas,The Dark Knight (2008),2020-08-03,3
Christophe La Spada,The Godfather: Part II (1974),2021-06-02,4
Patrick Nicolier,The Lord of the Rings: The Fellowship of the Ring (2001),2021-03-13,3
Laurence Rossi,The Lord of the Rings: The Return of the King (2003),2020-08-14,2
Julia Stella,12 Angry Men (1957),2020-08-18,4
Thierry Nicolier,Inception (2010),2020-10-24,1
Antonio Nicolier,The Godfather (1972),2021-06-02,4
Olivier Terra,The Dark Knight (2008),2020-09-06,4
Mouhssine Montmollin,Star Wars: Episode V - The Empire Strikes Back (1980),2020-08-01,2
Mohammed Rami,One Flew Over the Cuckoo's Nest (1975),2020-11-03,1
Andrea Gerez,Schindler's List (1993),2021-04-24,4
Mouhssine Stella,The Matrix (1999),2021-01-11,1
Enea Terra,The Dark Knight (2008),2020-12-14,3
Georges La Spada,Pulp Fiction (1994),2021-02-07,3
Mohammed Jacquier,"The Good, the Bad and the Ugly (1966)",2020-12-22,2
Simon Badillo,Goodfellas (1990),2021-02-27,0
Arthur Rouge,The Godfather: Part II (1974),2021-04-15,3
Nicolas Kunz,The Lord of the Rings: The Return of the King (2003),2020-11-12,2
Julien Franco,Star Wars: Episode V - The Empire Strikes Back (1980),2021-02-26,2
Antonio Andoine,The Godfather: Part II (1974),2021-06-22,3
Exupéry Rouge,Star Wars: Episode V - The Empire Strikes Back (1980),2021-05-24,2
Yannick Rami,The Lord of the Rings: The Fellowship of the Ring (2001),2021-01-27,2
Enea Milio,Inception (2010),2020-12-15,1
Patrick Tristan Kocher,The Dark Knight (2008),2021-01-17,3
Enea Zanoun,The Lord of the Rings: The Return of the King (2003),2021-05-23,3
Frédéric Montmollin,The Shawshank Redemption (1994),2021-05-07,4
Nicolas Di Marco,Star Wars: Episode V - The Empire Strikes Back (1980),2021-02-24,1
Sylvain Verdan,"The Good, the Bad and the Ugly (1966)",2021-05-14,2
Patrick Olsen,The Godfather: Part II (1974),2021-05-23,3
Mouhssine Rami,The Lord of the Rings: The Return of the King (2003),2020-07-15,2
Murièle Di Marco,The Godfather (1972),2020-08-08,3
Quentin Stella,The Godfather (1972),2020-10-25,4
Marie Rami,Schindler's List (1993),2021-06-05,4
Laurence Zanoun,Star Wars: Episode V - The Empire Strikes Back (1980),2021-01-18,1
Arthur Rossi,Fight Club (1999),2020-08-23,3
Julia Gerez,The Godfather (1972),2020-11-14,4
Christophe Dumas,The Lord of the Rings: The Fellowship of the Ring (2001),2021-04-11,3
Raphaël Franco,Schindler's List (1993),2020-06-30,4
Thierry Stella,The Shawshank Redemption (1994),2021-04-03,4
Andrea Rossi,The Godfather: Part II (1974),2021-01-08,3
Enea Stella,Star Wars: Episode V - The Empire Strikes Back (1980),2020-09-21,2
Quentin Jacquier,The Godfather: Part II (1974),2020-07-02,3
Mohammed Lavanchy,Star Wars: Episode V - The Empire Strikes Back (1980),2020-07-10,1
Ericka Rouge,Pulp Fiction (1994),2020-12-20,2
Murièle Berclaz,The Godfather: Part II (1974),2020-09-03,4
Olivier Badillo,The Godfather (1972),2020-11-29,3
Michelle Rouge,The Godfather: Part II (1974),2020-07-22,4
Simon Fragnière,"The Good, the Bad and the Ugly (1966)",2020-10-31,2
Raphaël La Spada,Fight Club (1999),2021-04-13,3
Exupéry Andoine,The Godfather: Part II (1974),2021-01-28,3
Mélissa Rossi,The Dark Knight (2008),2020-11-02,3
Sélim Fragnière,One Flew Over the Cuckoo's Nest (1975),2021-01-29,0
Mélissa Lavanchy,The Lord of the Rings: The Return of the King (2003),2021-06-17,3
Enea Mettreaux,Seven Samurai (1954),2020-10-17,0
Olivier Montmollin,Pulp Fiction (1994),2021-01-03,2
Patrick Rossi,Inception (2010),2020-12-26,1
Raphaël Rami,The Dark Knight (2008),2021-06-13,3
Sylvain Kairouani,"The Good, the Bad and the Ugly (1966)",2021-03-31,2
Olivier Zanoun,Pulp Fiction (1994),2021-03-24,3
Olivier Philippe Kairouani,The Dark Knight (2008),2020-11-20,4
Andrea Badillo,The Godfather (1972),2021-01-25,4
Christophe Terra,The Lord of the Rings: The Return of the King (2003),2020-11-28,3
Exupéry Verdan,The Godfather (1972),2021-03-09,3
Andrea Franco,The Shawshank Redemption (1994),2021-03-14,5
Corentin Fragnière,The Godfather: Part II (1974),2021-04-09,3
Nicolas Rordorf,The Dark Knight (2008),2020-10-20,4
Arthur Mérot,The Lord of the Rings: The Return of the King (2003),2020-07-29,2
Thierry Milio,"The Good, the Bad and the Ugly (1966)",2021-05-29,2
Michelle Mérot,Fight Club (1999),2021-05-04,3
Sylvain Dumas,The Lord of the Rings: The Two Towers (2002),2021-01-19,2
Manuel Mutti,The Lord of the Rings: The Return of the King (2003),2020-08-28,2
Julia Rami,12 Angry Men (1957),2021-05-16,3
Christophe Zanoun,The Lord of the Rings: The Fellowship of the Ring (2001),2020-11-03,3
Enea Gerez,Inception (2010),2021-01-27,1
Sylvain Franco,The Lord of the Rings: The Two Towers (2002),2021-01-31,1
Marie Verdan,Forrest Gump (1994),2021-06-02,2
Christophe La Spada,The Dark Knight (2008),2021-02-06,3
Corentin Andoine,"The Good, the Bad and the Ugly (1966)",2020-08-23,2
Manuel La Spada,Pulp Fiction (1994),2020-08-16,3
Julien Tristan Kocher,The Shawshank Redemption (1994),2020-12-30,4
Laurence Kunz,"The Good, the Bad and the Ugly (1966)",2021-02-23,2
Mouhssine Badillo,One Flew Over the Cuckoo's Nest (1975),2020-11-04,1
Olivier Franco,12 Angry Men (1957),2021-01-18,3
Julien Berclaz,The Shawshank Redemption (1994),2021-05-26,5
Julien Rordorf,"The Good, the Bad and the Ugly (1966)",2021-05-09,3
Quentin La Spada,The Shawshank Redemption (1994),2020-11-14,5
Exupéry Zanoun,12 Angry Men (1957),2020-12-27,4
Michelle Tristan Kocher,The Godfather: Part II (1974),2021-03-22,4
Sylvain Zanoun,12 Angry Men (1957),2020-11-03,3
Nicolas Lavanchy,Schindler's List (1993),2020-11-24,4
Enea Dromard,One Flew Over the Cuckoo's Nest (1975),2021-05-08,0
