name,movie,date,rating
Murièle Bouriche,The Lord of the Rings: The Return of the King (2003),2021-10-09,2
Frédéric Bouriche,Star Wars: Episode V - The Empire Strikes Back (1980),2022-03-15,1
Quentin Verdan,Fight Club (1999),2021-09-09,2
Marie Lavanchy,The Lord of the Rings: The Fellowship of the Ring (2001),2021-10-24,3
Olivier Di Marco,"The Good, the Bad and the Ugly (1966)",2022-06-16,3
Laurence Stella,Fight Club (1999),2022-02-03,3
Mouhssine Dumas,Seven Samurai (1954),2021-09-26,0
Thierry Milio,Star Wars: Episode V - The Empire Strikes Back (1980),2022-01-16,2
Murièle Nicolier,One Flew Over the Cuckoo's Nest (1975),2022-06-04,1
Mélissa Franco,Goodfellas (1990),2021-07-02,1
Antonio Rouge,The Lord of the Rings: The Fellowship of the Ring (2001),2022-04-15,2
Quentin Franco,The Lord of the Rings: The Fellowship of the Ring (2001),2022-03-29,2
Yannick Kairouani,The Shawshank Redemption (1994),2022-01-02,5
Arthur Andoine,The Shawshank Redemption (1994),2021-10-27,4
Sylvain La Spada,Schindler's List (1993),2021-10-18,4
Manuel Nicolier,Schindler's List (1993),2022-06-10,3
Mouhssine Rossi,The Lord of the Rings: The Fellowship of the Ring (2001),2021-06-22,2
Thierry Dumas,Fight Club (1999),2021-11-11,2
Christophe Dumas,Goodfellas (1990),2022-03-30,1
Yannick Stella,The Matrix (1999),2021-08-09,1
Julia Andoine,The Lord of the Rings: The Fellowship of the Ring (2001),2022-01-03,3
Mélissa Nicolier,"The Good, the Bad and the Ugly (1966)",2021-07-30,3
Michelle Milio,Forrest Gump (1994),2021-09-22,2
Sylvain Zanoun,One Flew Over the Cuckoo's Nest (1975),2022-01-17,0
Arthur Rami,Schindler's List (1993),2021-12-03,3
Exupéry Rami,The Lord of the Rings: The Return of the King (2003),2021-11-07,2
Antonio Kunz,12 Angry Men (1957),2022-03-02,4
Raphaël Olsen,The Dark Knight (2008),2022-03-07,3
Exupéry Stella,The Godfather: Part II (1974),2021-11-14,4
Yannick Olsen,The Lord of the Rings: The Fellowship of the Ring (2001),2022-02-12,2
Julien Pravaz,Fight Club (1999),2022-03-08,2
Julia Mérot,Pulp Fiction (1994),2022-03-23,2
Mélissa Rouge,The Dark Knight (2008),2021-09-14,4
Sélim Stella,Schindler's List (1993),2021-07-01,4
Julien Rouge,The Dark Knight (2008),2022-06-03,3
Christophe La Spada,The Godfather (1972),2022-03-26,3
Yannick Lavanchy,The Lord of the Rings: The Return of the King (2003),2021-10-17,2
Yannick Franco,Goodfellas (1990),2021-07-21,1
Mélissa Berclaz,"The Good, the Bad and the Ugly (1966)",2021-10-02,3
Manuel Tristan Kocher,Schindler's List (1993),2021-10-31,3
Mohammed Verdan,Fight Club (1999),2021-08-15,3
Julia Dromard,Goodfellas (1990),2022-06-15,1
Exupéry Zanoun,The Dark Knight (2008),2022-04-20,3
Corentin Zanoun,Pulp Fiction (1994),2022-03-13,2
Manuel Dromard,Forrest Gump (1994),2021-10-26,1
Raphaël Kunz,Fight Club (1999),2021-10-23,2
Quentin Tristan Kocher,Pulp Fiction (1994),2021-11-03,3
Julien Berclaz,The Shawshank Redemption (1994),2021-07-13,4
Patrick Dromard,The Godfather: Part II (1974),2021-11-23,3
Nicolas Fragnière,Forrest Gump (1994),2022-01-23,1
Mélissa Fragnière,12 Angry Men (1957),2022-02-18,3
Manuel La Spada,The Dark Knight (2008),2021-08-29,4
Simon Dumas,The Godfather (1972),2022-02-27,4
Mouhssine Stella,"The Good, the Bad and the Ugly (1966)",2022-03-04,3
Olivier Berclaz,The Matrix (1999),2021-12-11,1
Enea Rouge,Forrest Gump (1994),2021-07-07,1
Olivier Rordorf,The Godfather (1972),2021-11-02,4
Olivier Olsen,The Godfather: Part II (1974),2021-11-06,4
Enea Gerez,The Godfather (1972),2021-12-23,3
Arthur Verdan,The Godfather: Part II (1974),2022-02-14,4
Antonio Berclaz,The Dark Knight (2008),2022-04-22,4
Thierry Verdan,Seven (1995),2021-10-07,1
Mélissa Gerez,12 Angry Men (1957),2021-12-22,3
Ericka Bouriche,Pulp Fiction (1994),2022-04-12,3
Mouhssine Kairouani,Goodfellas (1990),2021-12-12,0
Thierry Gerez,Pulp Fiction (1994),2021-10-20,2
Olivier Olsen,Seven Samurai (1954),2022-01-16,0
Thierry Stella,Fight Club (1999),2022-02-17,3
Raphaël Zanoun,Forrest Gump (1994),2022-06-08,2
Sélim Montmollin,One Flew Over the Cuckoo's Nest (1975),2022-04-09,0
Murièle Zanoun,Star Wars: Episode V - The Empire Strikes Back (1980),2021-07-19,1
Corentin Andoine,12 Angry Men (1957),2022-03-24,3
Mouhssine La Spada,The Lord of the Rings: The Fellowship of the Ring (2001),2021-07-19,2
Mohammed Milio,The Godfather (1972),2021-07-21,4
Sélim Fragnière,The Shawshank Redemption (1994),2021-09-15,5
Raphaël Di Marco,The Matrix (1999),2022-02-20,1
Michelle Dumas,The Godfather (1972),2021-11-05,3
Mathieu Terra,Forrest Gump (1994),2021-09-30,2
Quentin Jacquier,One Flew Over the Cuckoo's Nest (1975),2021-10-20,0
Simon Kairouani,12 Angry Men (1957),2021-09-24,3
Raphaël Berclaz,"The Good, the Bad and the Ugly (1966)",2021-10-02,3
Ericka Terra,Inception (2010),2022-06-15,1
Andrea Milio,The Lord of the Rings: The Return of the King (2003),2021-06-22,2
Corentin Rordorf,12 Angry Men (1957),2021-07-26,3
Sélim Bouriche,One Flew Over the Cuckoo's Nest (1975),2021-11-18,1
Mathieu Mettreaux,Inception (2010),2021-09-24,2
Christophe Andoine,The Shawshank Redemption (1994),2021-11-13,5
Manuel Badillo,Goodfellas (1990),2021-06-21,0
Laurence Franco,The Lord of the Rings: The Two Towers (2002),2022-04-29,1
Arthur Dumas,The Godfather (1972),2021-10-16,4
Simon Verdan,Goodfellas (1990),2022-02-03,1
Frédéric Kairouani,Pulp Fiction (1994),2021-09-17,3
Mathieu Mettreaux,"The Good, the Bad and the Ugly (1966)",2022-02-24,3
Laurence Terra,"The Good, the Bad and the Ugly (1966)",2022-04-26,3
Mouhssine Rouge,Pulp Fiction (1994),2022-03-21,3
Frédéric Montmollin,The Shawshank Redemption (1994),2022-03-26,5
Olivier Philippe Gerez,Forrest Gump (1994),2022-05-03,2
Murièle Stella,Schindler's List (1993),2021-12-08,3
Mohammed Di Marco,Forrest Gump (1994),2022-02-16,2
Nicolas Lavanchy,The Dark Knight (2008),2021-08-06,4
Julien Dumas,The Matrix (1999),2021-07-08,1
Andrea Mettreaux,The Lord of the Rings: The Return of the King (2003),2021-07-26,3
Patrick Olsen,The Dark Knight (2008),2021-09-16,4
Sylvain Pravaz,The Lord of the Rings: The Fellowship of the Ring (2001),2022-03-06,3
Andrea Bouriche,The Lord of the Rings: The Return of the King (2003),2021-08-29,3
Christophe Olsen,The Dark Knight (2008),2021-07-23,3
Christophe Gerez,Fight Club (1999),2022-03-10,2
Christophe Nicolier,Inception (2010),2021-10-15,2
Raphaël Di Marco,Star Wars: Episode V - The Empire Strikes Back (1980),2021-08-24,2
Mohammed Mettreaux,"The Good, the Bad and the Ugly (1966)",2021-12-14,3
Olivier Philippe Mutti,"The Good, the Bad and the Ugly (1966)",2021-11-21,3
Frédéric Lavanchy,The Godfather: Part II (1974),2021-09-08,3
Mouhssine Montmollin,The Shawshank Redemption (1994),2021-07-05,5
Julien Milio,The Lord of the Rings: The Return of the King (2003),2022-04-15,2
Mouhssine Badillo,12 Angry Men (1957),2021-06-23,4
Simon Tristan Kocher,Inception (2010),2022-05-01,2
Michelle Berclaz,Inception (2010),2021-07-26,2
Laurence Kairouani,The Shawshank Redemption (1994),2022-01-01,4
Manuel Badillo,The Lord of the Rings: The Two Towers (2002),2021-10-24,1
Arthur Tristan Kocher,Pulp Fiction (1994),2022-04-20,2
Exupéry Bouriche,The Lord of the Rings: The Return of the King (2003),2021-09-24,2
Georges Stella,Schindler's List (1993),2022-04-11,4
Arthur Jacquier,The Godfather (1972),2021-10-24,3
Patrick Tristan Kocher,Goodfellas (1990),2021-12-03,1
Andrea Rouge,Pulp Fiction (1994),2021-11-21,3
Sylvain Lavanchy,Pulp Fiction (1994),2021-08-02,2
Michelle Gerez,"The Good, the Bad and the Ugly (1966)",2021-09-23,2
Mélissa Kunz,12 Angry Men (1957),2022-02-09,4
Mouhssine Olsen,12 Angry Men (1957),2022-02-11,4
Quentin Badillo,One Flew Over the Cuckoo's Nest (1975),2021-10-11,1
Antonio Jacquier,The Dark Knight (2008),2022-04-14,3
Mélissa La Spada,The Lord of the Rings: The Return of the King (2003),2022-03-28,3
Julia Andoine,The Godfather: Part II (1974),2022-04-26,4
Olivier Philippe Franco,Fight Club (1999),2022-03-17,2
Raphaël Kairouani,The Lord of the Rings: The Fellowship of the Ring (2001),2021-10-02,2
Frédéric Milio,Fight Club (1999),2022-04-01,2
Patrick Jacquier,Inception (2010),2022-03-21,2
Laurence Franco,12 Angry Men (1957),2021-12-25,4
Antonio Verdan,Inception (2010),2021-10-23,1
Enea Jacquier,The Godfather (1972),2021-11-24,3
Yannick Bouriche,Inception (2010),2021-12-23,1
Sélim Rouge,The Dark Knight (2008),2021-10-30,4
Olivier Philippe Mérot,The Godfather: Part II (1974),2022-04-13,3
Antonio Rouge,The Lord of the Rings: The Two Towers (2002),2021-08-24,2
Michelle Jacquier,The Lord of the Rings: The Return of the King (2003),2021-07-30,3
Arthur Pravaz,The Lord of the Rings: The Two Towers (2002),2021-10-23,2
Yannick Stella,The Dark Knight (2008),2021-09-23,3
Michelle Badillo,Seven (1995),2022-06-05,0
Patrick Stella,The Dark Knight (2008),2022-03-19,3
Marie Pravaz,The Shawshank Redemption (1994),2021-10-15,5
Laurence Terra,The Godfather: Part II (1974),2021-10-13,4
Thierry Andoine,The Dark Knight (2008),2021-10-13,3
Corentin Rouge,The Dark Knight (2008),2021-08-10,4
Exupéry Mutti,One Flew Over the Cuckoo's Nest (1975),2022-02-14,1
Mathieu Badillo,The Dark Knight (2008),2021-08-13,4
Julien Rouge,Pulp Fiction (1994),2022-04-27,3
Ericka Dumas,Goodfellas (1990),2021-09-18,1
Olivier Philippe Dumas,The Lord of the Rings: The Fellowship of the Ring (2001),2021-08-28,2
Thierry Lavanchy,The Godfather (1972),2022-02-13,4
Mohammed Fragnière,The Lord of the Rings: The Fellowship of the Ring (2001),2022-01-14,3
Nicolas Pravaz,Forrest Gump (1994),2021-10-22,1
Michelle Mérot,The Godfather: Part II (1974),2021-10-27,4
Mathieu Franco,Inception (2010),2021-11-23,1
Murièle Verdan,Inception (2010),2022-01-04,1
Antonio Gerez,"The Good, the Bad and the Ugly (1966)",2021-10-06,2
Olivier Philippe Di Marco,The Lord of the Rings: The Two Towers (2002),2022-02-15,1
Frédéric Mutti,The Lord of the Rings: The Fellowship of the Ring (2001),2021-09-15,3
Simon Rossi,One Flew Over the Cuckoo's Nest (1975),2021-12-30,0
Sélim Montmollin,Inception (2010),2021-10-30,2
Sélim Mérot,The Godfather: Part II (1974),2022-04-13,4
Michelle Rami,The Dark Knight (2008),2022-05-06,3
Nicolas Rouge,Fight Club (1999),2022-05-21,2
Manuel Milio,The Godfather (1972),2021-07-28,3
Corentin La Spada,Fight Club (1999),2021-08-16,3
Nicolas Pravaz,Schindler's List (1993),2022-02-27,4
Sylvain Olsen,The Matrix (1999),2022-02-16,1
Olivier Nicolier,The Lord of the Rings: The Two Towers (2002),2021-11-16,2
Laurence Andoine,One Flew Over the Cuckoo's Nest (1975),2021-09-19,1
Andrea Tristan Kocher,The Lord of the Rings: The Return of the King (2003),2021-10-13,2
Arthur Mettreaux,The Dark Knight (2008),2021-11-25,3
Simon Verdan,Forrest Gump (1994),2021-08-18,1
Enea Rouge,Inception (2010),2021-09-04,2
Thierry Fragnière,Fight Club (1999),2021-07-15,3
Ericka Lavanchy,The Matrix (1999),2021-09-01,2
Exupéry Mérot,Pulp Fiction (1994),2021-07-21,2
Manuel Mutti,Schindler's List (1993),2022-03-31,4
Sélim Rouge,The Godfather (1972),2022-02-21,3
Thierry Pravaz,Seven Samurai (1954),2022-03-09,1
Julien Terra,Star Wars: Episode V - The Empire Strikes Back (1980),2021-11-02,1
Mathieu Terra,One Flew Over the Cuckoo's Nest (1975),2021-12-30,1
Mélissa Franco,The Matrix (1999),2021-11-09,2
Mohammed Lavanchy,12 Angry Men (1957),2021-09-24,4
Raphaël Kairouani,The Lord of the Rings: The Return of the King (2003),2021-07-29,3
Manuel Stella,The Lord of the Rings: The Return of the King (2003),2021-11-30,3
Sélim Montmollin,The Lord of the Rings: The Fellowship of the Ring (2001),2022-01-21,2
Thierry Lavanchy,Seven Samurai (1954),2022-01-14,0
Murièle Tristan Kocher,Inception (2010),2021-07-07,2
Sylvain Zanoun,The Lord of the Rings: The Return of the King (2003),2021-10-26,2
Olivier Verdan,The Shawshank Redemption (1994),2021-10-14,4
Murièle Dromard,Inception (2010),2021-08-07,1
Christophe Berclaz,Forrest Gump (1994),2021-10-21,1
Enea Fragnière,Inception (2010),2021-10-23,1
Sélim Berclaz,The Lord of the Rings: The Two Towers (2002),2022-01-23,1
Laurence Dromard,Schindler's List (1993),2022-04-06,3
Thierry Terra,Schindler's List (1993),2021-12-15,3
Mouhssine Rouge,The Godfather (1972),2022-01-19,3
Thierry Fragnière,The Godfather (1972),2022-02-22,4
Christophe Fragnière,The Lord of the Rings: The Two Towers (2002),2022-04-22,2
Georges Franco,Fight Club (1999),2021-12-02,3
Enea Badillo,Inception (2010),2021-09-30,2
Exupéry Mérot,12 Angry Men (1957),2021-08-19,4
Murièle Milio,Fight Club (1999),2022-03-12,2
Mohammed Nicolier,"The Good, the Bad and the Ugly (1966)",2021-12-09,3
Andrea Kunz,The Godfather (1972),2022-01-19,4
Sélim Terra,"The Good, the Bad and the Ugly (1966)",2022-05-20,3
Murièle Badillo,Goodfellas (1990),2021-09-03,0
Sélim Montmollin,The Godfather (1972),2022-04-27,3
Marie Terra,Goodfellas (1990),2022-06-02,0
Raphaël Pravaz,The Dark Knight (2008),2022-05-08,4
Patrick Jacquier,The Lord of the Rings: The Fellowship of the Ring (2001),2022-05-27,3
Christophe La Spada,Fight Club (1999),2022-01-04,3
Mélissa Verdan,The Godfather (1972),2021-09-11,3
Julia Montmollin,Inception (2010),2022-01-14,1
Corentin Kunz,The Dark Knight (2008),2021-06-30,3
Olivier Philippe Mérot,The Lord of the Rings: The Fellowship of the Ring (2001),2021-11-28,3
Laurence Tristan Kocher,Forrest Gump (1994),2021-11-05,1
Exupéry Berclaz,The Matrix (1999),2021-11-04,1
Michelle Jacquier,One Flew Over the Cuckoo's Nest (1975),2022-02-02,1
Arthur Zanoun,The Shawshank Redemption (1994),2021-12-11,4
Patrick Dumas,12 Angry Men (1957),2022-03-02,3
Ericka Andoine,Pulp Fiction (1994),2021-10-16,3
Sélim Rami,The Godfather: Part II (1974),2021-12-14,4
Murièle Badillo,Fight Club (1999),2022-05-16,2
Arthur Kairouani,Star Wars: Episode V - The Empire Strikes Back (1980),2022-02-10,2
Patrick Dromard,Inception (2010),2022-04-07,2
Antonio Bouriche,The Lord of the Rings: The Return of the King (2003),2022-02-15,2
Mathieu Verdan,The Lord of the Rings: The Two Towers (2002),2022-06-03,1
Arthur Di Marco,"The Good, the Bad and the Ugly (1966)",2021-11-12,3
Georges Di Marco,Forrest Gump (1994),2022-01-29,2
Christophe Dumas,12 Angry Men (1957),2021-09-30,4
Raphaël Pravaz,The Shawshank Redemption (1994),2021-10-29,4
Mathieu Zanoun,Pulp Fiction (1994),2021-06-29,3
Thierry Stella,The Godfather: Part II (1974),2021-09-10,3
Sylvain Di Marco,The Dark Knight (2008),2021-11-29,4
Enea Olsen,"The Good, the Bad and the Ugly (1966)",2022-05-09,3
Yannick Andoine,Fight Club (1999),2021-09-21,3
Corentin Dumas,"The Good, the Bad and the Ugly (1966)",2022-02-21,2
Arthur Rouge,Fight Club (1999),2021-08-08,3
Raphaël Andoine,The Godfather (1972),2022-04-28,4
Frédéric Dumas,The Lord of the Rings: The Fellowship of the Ring (2001),2021-11-01,3
Mohammed Dumas,The Shawshank Redemption (1994),2021-12-23,4
Julien Terra,Forrest Gump (1994),2022-02-14,1
Murièle Bouriche,"The Good, the Bad and the Ugly (1966)",2021-06-22,2
Quentin Rossi,Star Wars: Episode V - The Empire Strikes Back (1980),2022-04-30,2
Corentin Andoine,The Lord of the Rings: The Two Towers (2002),2021-07-29,1
Sélim Dumas,The Matrix (1999),2021-11-16,1
Olivier Montmollin,Inception (2010),2022-03-17,1
Manuel Olsen,"The Good, the Bad and the Ugly (1966)",2022-03-09,2
Mouhssine Pravaz,Inception (2010),2022-02-27,1
Exupéry Verdan,"The Good, the Bad and the Ugly (1966)",2021-07-20,2
Frédéric Lavanchy,Inception (2010),2022-04-23,2
Antonio Kairouani,Fight Club (1999),2021-11-28,2
Enea Di Marco,Fight Club (1999),2022-03-07,2
Exupéry Dumas,The Shawshank Redemption (1994),2021-10-28,5
Raphaël Rossi,Goodfellas (1990),2022-01-03,1
Marie Andoine,The Matrix (1999),2022-01-04,2
Arthur Verdan,Pulp Fiction (1994),2022-02-03,2
Arthur Verdan,The Godfather (1972),2021-10-06,3
Andrea Kairouani,The Lord of the Rings: The Fellowship of the Ring (2001),2021-09-13,3
Sélim Mutti,Forrest Gump (1994),2022-05-03,2
Marie Fragnière,The Godfather: Part II (1974),2022-01-10,3
Mouhssine Tristan Kocher,Schindler's List (1993),2021-08-31,3
Olivier Philippe Pravaz,12 Angry Men (1957),2021-12-02,3
Exupéry Fragnière,Fight Club (1999),2022-02-11,2
Ericka Milio,The Godfather (1972),2022-06-17,4
Enea Nicolier,12 Angry Men (1957),2021-09-27,3
Sylvain Nicolier,Pulp Fiction (1994),2022-05-02,3
Exupéry Verdan,Forrest Gump (1994),2022-06-02,1
Christophe Andoine,Fight Club (1999),2022-03-08,2
Laurence Di Marco,Goodfellas (1990),2021-08-04,0
Yannick Mérot,The Dark Knight (2008),2021-10-22,3
Manuel Zanoun,"The Good, the Bad and the Ugly (1966)",2022-06-13,2
Enea Dromard,Schindler's List (1993),2021-12-29,3
Sélim Mérot,The Dark Knight (2008),2021-11-26,3
Julia Dromard,The Godfather: Part II (1974),2021-08-18,4
Manuel Andoine,12 Angry Men (1957),2022-01-03,4
Marie Kunz,The Matrix (1999),2022-01-09,2
Quentin Franco,12 Angry Men (1957),2022-04-23,3
Julien Terra,"The Good, the Bad and the Ugly (1966)",2021-11-10,2
Manuel Rouge,Fight Club (1999),2021-09-06,2
Georges Verdan,Goodfellas (1990),2021-08-17,0
Sylvain Tristan Kocher,Star Wars: Episode V - The Empire Strikes Back (1980),2021-10-24,1
Raphaël Verdan,Inception (2010),2022-03-05,1
Murièle Olsen,The Dark Knight (2008),2022-01-16,3
Mathieu Fragnière,12 Angry Men (1957),2021-07-06,4
Raphaël Jacquier,Seven Samurai (1954),2022-03-25,0
Corentin Dumas,Schindler's List (1993),2022-03-12,4
Manuel Nicolier,One Flew Over the Cuckoo's Nest (1975),2022-05-07,0
Mouhssine Milio,12 Angry Men (1957),2021-12-27,3
Sélim Jacquier,The Lord of the Rings: The Two Towers (2002),2021-09-24,1
Andrea Terra,The Dark Knight (2008),2021-10-12,3
Raphaël Lavanchy,The Lord of the Rings: The Two Towers (2002),2022-05-09,2
Murièle Rami,The Godfather: Part II (1974),2021-11-26,4
Nicolas Dromard,"The Good, the Bad and the Ugly (1966)",2022-01-27,3
Julia Verdan,The Godfather: Part II (1974),2021-10-19,3
Ericka Terra,The Dark Knight (2008),2021-10-19,3
Corentin Lavanchy,Schindler's List (1993),2022-04-26,3
Mohammed Verdan,The Lord of the Rings: The Two Towers (2002),2022-04-21,1
Marie Franco,Goodfellas (1990),2021-09-16,0
Yannick Dumas,Star Wars: Episode V - The Empire Strikes Back (1980),2021-09-18,1
Quentin Berclaz,The Godfather: Part II (1974),2022-01-27,3
Yannick Dumas,"The Good, the Bad and the Ugly (1966)",2021-07-10,3
Mohammed Rouge,The Godfather: Part II (1974),2021-11-15,3
Murièle Kairouani,The Dark Knight (2008),2022-05-21,3
Nicolas Mutti,The Lord of the Rings: The Return of the King (2003),2022-02-11,2
Laurence Dumas,Goodfellas (1990),2022-03-22,0
Antonio Terra,Fight Club (1999),2021-10-15,2
Murièle Mérot,One Flew Over the Cuckoo's Nest (1975),2021-11-23,0
Marie Dromard,The Dark Knight (2008),2022-05-23,3
Sylvain Rossi,The Shawshank Redemption (1994),2022-04-22,5
Sylvain Stella,Seven Samurai (1954),2021-07-20,0
Mohammed Mérot,The Lord of the Rings: The Fellowship of the Ring (2001),2021-10-18,3
Raphaël Bouriche,The Lord of the Rings: The Two Towers (2002),2021-10-24,1
Christophe Rouge,Fight Club (1999),2021-12-13,3
Antonio Berclaz,The Shawshank Redemption (1994),2022-05-31,4
Julien Lavanchy,Goodfellas (1990),2022-02-18,0
Exupéry Gerez,Forrest Gump (1994),2022-01-18,1
Thierry Verdan,Inception (2010),2022-01-23,1
Nicolas Pravaz,Fight Club (1999),2021-09-28,2
Mouhssine Tristan Kocher,Inception (2010),2022-04-18,2
Quentin Tristan Kocher,Star Wars: Episode V - The Empire Strikes Back (1980),2021-07-02,2
Quentin Dumas,Schindler's List (1993),2022-05-08,3
Thierry Berclaz,The Godfather (1972),2021-10-25,4
Georges Berclaz,The Godfather (1972),2022-03-02,3
Julien Dromard,The Shawshank Redemption (1994),2021-07-09,4
Thierry Badillo,The Matrix (1999),2022-05-16,1
Nicolas Mutti,12 Angry Men (1957),2022-03-31,3
